deathRate,medIncome,popEst2015,povertyPercent,studyPerCap,MedianAge,AvgHouseholdSize,PercentMarried,PctHS25_Over,PctUnemployed16_Over,PctPrivateCoverage,BirthRate,region
154,57177,11004,12,0,48.6,2.55,61.9,30.7,6.4,64.8,3.865213082,South
190.7,44397,17891,15,0,46,2.52,57.8,34.7,7.9,59.9,3.008595989,South
184.8,41883,93389,20.1,0,37.7,2.63,46.6,36,8.5,59.7,7.433542774,South
169.3,73788,346312,9.9,2.88756959,35.5,2.85,54.5,25.7,5.4,69.6,6.533051164,South
151.8,41641,215037,26.4,51.15398745,25.2,2.58,37.4,20.4,6.4,72.6,4.690848607,South
160.4,40179,9145,13.8,0,42.1,2.27,45.9,21.4,4.9,65,1.812688822,South
173.3,27875,7230,32.4,0,31.7,3.31,32.8,37.6,19.8,33.5,6.831489915,South
188.4,41316,37896,17.5,0,41,2.71,52.5,37.9,4.3,60.3,2.5472273,South
224,33134,13786,27.4,0,42.3,2.35,43.4,42.7,10.1,53.6,7.939133311,South
172.6,51138,125175,14.3,191.7315758,34.7,2.57,49,29.4,5.7,68.5,5.823193854,South
199.4,39812,251460,24.1,365.863358,36.6,2.55,39.3,32.9,7,56.7,5.272379222,South
192.2,45979,198788,18.4,5.030484738,36.1,2.55,47.3,35.8,8.3,62.2,6.064227035,South
200.1,36350,9993,23.3,0,39.9,2.48,46.4,42.8,10.2,49.8,2.079107505,South
133.3,59300,6817,12.2,0,42.6,2.57,64.9,38.5,6.3,75.2,7.70252324,South
224.9,34116,10147,23.3,0,38.5,2.48,48.2,42.2,8.3,50.5,2.469135802,South
177.8,35385,16295,28.2,0,42.2,2.51,37,40.7,13.5,49.4,8.809020437,South
216.1,31835,20142,30.9,0,38.3,2.33,42.8,41.3,11.7,49.3,2.773207991,South
197.8,40642,27052,23.5,258.7609049,39.8,2.61,46.4,41.2,9.3,57,5.389797883,South
178.8,46831,446753,18.4,346.947866,33.2,2.57,39,26.7,7.6,65.9,4.474235159,South
250.7,25402,7307,43,0,33.3,2.26,28.1,38.5,19.2,36.3,4.305555556,South
212.2,41651,19696,20.4,0,41.8,2.43,42.5,43.5,6.5,60.3,4.203655352,South
211.4,32615,33743,24.1,0,35.8,2.65,43.7,34.6,10.4,49,8.601712189,South
140.5,32318,20410,29,0,37.9,2.54,42.8,40.3,11.5,46.4,5.698070375,South
222.7,40668,22343,22.8,0,37.6,2.63,46.2,42.3,9.2,56.5,3.728510828,South
205.9,45226,74103,19.4,0,35.8,0.0277,46,42.1,10.6,58,6.645642202,South
225.1,47377,33095,19.9,0,38.4,2.61,39.7,38.3,7.9,62.8,4.869631902,South
217.7,37130,15858,24.6,0,39.6,2.49,46.1,41.9,6.9,55.6,4.002444241,South
188.6,47024,436275,15.8,430.9208641,38.7,2.57,43.1,31.1,6.7,58.6,5.165714506,South
208,37968,31439,21.7,0,38.4,2.65,46.6,41.1,9.2,57.5,7.155147691,South
182.9,51340,240098,15.1,79.13435347,34,2.55,44.6,28.7,6.3,67.8,5.986172971,South
198.7,47382,98325,17.6,20.34070684,36.6,2.68,49.4,39.1,7,63.4,4.817078346,South
209.6,44139,14974,18,0,38.6,2.46,52.3,43.6,6.3,61.3,5.144490314,South
205.7,32889,47774,29.7,0,27.4,2.56,35,27.7,11.9,63.4,4.279213153,South
186.5,58818,137788,12.3,0,35.3,2.79,52.2,40.2,7,64.3,5.711293942,South
181.9,26732,11514,41.4,0,34.6,2.55,34.6,39.6,16.9,36.8,4.463336876,South
186.4,30636,26395,29.4,37.88596325,39.3,2.5,42.9,43.5,8,46.9,4.979184013,South
181.5,34522,39179,31.1,0,33.8,2.66,40.6,33.7,12.2,53.1,3.688606085,South
193.6,35468,389617,27.9,523.5911164,35.4,2.38,30,23.2,10.3,53.9,5.131693567,South
199.7,40877,156761,23.6,140.3410287,34.7,2.55,41.9,32.9,8,55.1,6.070254725,South
180.7,51304,23495,16,0,36.5,2.7,52.2,39.3,4.7,67.4,6.549831829,South
188.2,44469,22251,18.3,44.94180037,42.6,0.0256,45.3,41.7,8.3,59.2,4.275724276,South
189,40406,132141,19.8,75.67673924,37.4,2.68,44.2,37,8.6,57.1,4.202589635,South
172.2,33322,8593,25.3,0,39.8,2.54,44.2,44.3,9.2,51.4,10.40892193,South
191.3,36666,20523,24.9,0,38,2.59,49.5,41,9.6,46.5,3.43803056,South
202.5,39561,24186,21.2,82.69246672,41.5,2.6,51.8,42,10.6,57.2,6.366608963,South
233.1,45615,45408,17.9,0,33,2.92,43,40.9,12.2,61.6,5.677721702,South
190.3,60751,52812,12.1,37.87018102,37.2,2.83,48.7,36.7,7.7,66.5,6.11124004,South
212.5,35004,10567,24,0,39.2,2.59,42.3,45.7,14.4,44.6,3.087986464,South
201.2,47477,21567,16.1,0,38.8,2.69,46.7,44.8,11,64.7,4.363776791,South
200.6,47225,43626,20.8,0,36,2.83,44.7,37.5,9.2,59,4.727439304,South
217.8,32683,83848,30.1,0,36.6,2.68,43.1,44.5,6.1,56.3,6.971510409,South
198.1,46713,53835,18,0,36.7,2.77,49.5,42.1,7.2,60.9,6.463878327,South
200.6,42075,52810,21.8,0,37.7,2.58,43,43.4,12.2,51.3,6.284065406,South
177.7,63441,250088,11.2,115.9591824,39.8,2.7,54.3,27,7.6,67.8,5.430602081,South
207.1,39927,128755,22.5,62.13350938,412.8,2.68,44.4,35.6,10.7,55.4,3.432793045,South
142.5,27522,4740,32,0,43,0.0248,33.8,45.6,15.6,38.7,2.925809822,South
213.2,49044,113972,20.9,96.51493349,35.2,2.78,47.7,40,5.5,59.8,5.230870955,South
220.2,38998,22477,22,0,41.7,2.6,50.1,44.9,7.7,56.1,4.316239316,South
180.3,45331,59875,18.3,0,36.7,2.69,48.5,41,8.5,60.1,5.605176173,South
204.5,46682,50803,13.9,0,30,2.82,55,35.8,7.5,69.3,7.229203118,South
224.8,29749,46371,29.1,0,39.2,2.54,46.8,40.5,15,47.4,6.368497812,West
205,36003,40021,22.2,0,40.9,2.51,44,40.5,7.6,52.8,6.027155315,South
182.8,51550,25490,20.5,0,35.4,2.61,47.1,39.2,6.5,68.1,5.538105472,South
195.6,33959,11293,22.5,0,39.7,2.48,46.6,44,11.9,45.9,5.737356566,South
148.2,53679,15385,24,0,40.4,3.04,36.1,33.7,8.5,68.3,6.799830004,South
227.5,36644,14568,26.8,0,41.3,2.36,46.9,42,6.3,56.1,4.891661195,South
188,46701,107233,15.4,83.92938741,40.6,2.34,49,37.2,7.2,65.5,5.235413921,Northeast
188.2,36066,68628,20.1,14.571312,46.6,2.24,54.1,39,7.5,57.1,5.029215359,Northeast
173.3,61436,289977,10.8,500.0396583,41.9,2.37,49.4,24.1,5.4,74.3,3.772833827,Northeast
167.5,41035,29991,15.8,0,44.9,0.0248,51.3,36.9,7.7,63.4,3.482221569,Northeast
165.4,45807,54659,12.9,18.29524872,47.4,2.18,54.1,33.1,7.7,64,5.103569855,Northeast
193.2,45556,119980,13.8,300.0500083,44,2.28,49.6,35.6,7.7,67.6,4.823685961,Northeast
169.4,50002,39855,13.9,501.8190942,47.2,2.27,51.5,34.8,5.7,64.3,4.550819672,Northeast
170.6,47905,33969,11.7,58.87721158,49.8,2.25,53.5,32.1,4.2,65.3,5.786534285,Northeast
189,40120,57202,16.1,0,45.7,2.6,48.1,45.6,9.2,59,4.600845561,Northeast
187.5,42728,152692,18,438.7918162,41.3,2.36,48,34.9,7.8,63.3,4.133114215,Northeast
194,36994,16931,20.3,0,49.8,2.24,52.8,40.5,10.5,53.8,6.290471785,Northeast
173.6,55630,35149,10.5,56.90062306,45.2,2.26,54.2,31.6,5.7,69.4,5.263857504,Northeast
200.2,39001,51113,17.3,0,44.9,2.34,51.2,41.3,9.5,56.1,4.712136228,Northeast
180.1,46598,39155,15,0,45,2.26,53.7,34,7.5,62.1,4.975063861,Northeast
216.7,38057,31625,18.5,0,46.8,2.18,51,38.3,9.8,51,5.793688177,West
173.7,55482,201169,11.2,159.0702345,44.1,2.4,52.6,31.6,5.9,72.2,5.050755137,Northeast
172.2,39808,72528,18.5,261.9677917,41.5,2.33,44.2,42,10,66.4,4.613602728,South
176,86654,564195,6.7,69.12503656,38.4,2.66,51.7,25,5.9,81.6,5.291115354,South
171,67766,831128,9.8,216.57313920000001,39.1,2.56,46.2,27.2,6.9,75.2,5.073719664,South
175.2,92446,90595,7.2,0,40.6,2.87,52.7,31.5,7.6,82.1,3.454078056,South
185.6,49573,32579,16,0,40.1,2.7,50.2,40.7,8.8,61.6,5.404323459,South
171.1,84500,167627,5.9,89.48439094,42.2,2.73,56.7,30.6,4.6,84.5,4.31864301,South
195.5,62198,102382,10.6,419.9957024,40.1,0.0273,52.5,37.8,7.5,72.9,4.297102051,South
186.7,86703,156118,7.2,0,37.7,2.84,50,32.2,6.3,82.3,4.693221178,South
185.4,42279,32384,17.5,0,43.8,2.41,47.9,38.3,10.4,61.7,5.456570156,South
155.6,83698,245322,6.5,114.1357074,39.1,2.68,54.7,25.2,5.8,81.6,4.557287265,South
154.8,47441,29460,12.4,0,44.5,2.47,56.5,42.2,7,62.5,6.553245117,South
169.9,79403,250290,8,79.90730752,40.1,2.69,54.7,28.1,6.4,81.9,6.156408818,South
131.9,106871,313414,6.1,165.9147326,38.8,2.78,58,14.2,4.9,84.7,5.158672656,South
180,53288,19787,13.8,0,46.2,2.39,47,33.2,7.2,68.1,4.528650647,South
120.1,97279,1040116,7.2,184.5947952,38.5,2.76,53.2,14,6.1,77,5.281994667,South
172.7,71904,909535,10.3,21.98925825,35.8,2.86,38.5,26.1,8.7,68.6,5.044283329,South
173.8,80650,48904,7.5,0,43.5,2.75,57.4,29.9,5.3,80.3,5.627462015,South
181.5,84686,111413,8.6,17.95122652,36.3,2.79,53.9,30.6,4.8,80.2,5.419453329,South
216.5,38376,25768,25.5,0,37,2.26,32.3,43.2,8.2,56.2,5.312389693,South
161.9,54836,37512,11.7,213.2650885,49,2.3,54,27.9,6.7,72.1,3.328451604,South
181,54606,149585,13.8,73.53678511,40.4,2.5,49.4,38.1,8.5,68.9,5.93936457,West
204.3,51927,102370,16.9,224.6751978,35.5,2.62,44.7,31.9,8.8,66.7,5.35618844,South
186.8,55691,51540,11.9,0,49.1,2.45,50.7,31.6,9.9,67.4,5.625635809,South
226,41895,621849,23.3,886.0671964,34.6,2.47,26.6,29.8,13.1,56.1,5.449538255,South
163,64150,214333,8.9,41.99073404,51.3,2.24,53.2,24.9,7,74.2,3.521180903,Northeast
157,49890,127828,13,125.1681948,45.8,2.22,45.6,31.7,8.9,70.7,4.573604784,Northeast
189.6,53244,11721,14,0,34.8,2.86,50,35,4.4,61.1,7.0703125,South
158,55139,34765,15,0,42,2.68,48.3,31.3,5.1,64.6,5.054495913,West
139.1,37935,269721,32.3,44.49041788,28.3,3.73,46.6,24.4,6,36,6.921416298,South
173.1,44110,41486,16.8,0,37.3,2.77,49.5,33.6,6.6,54.7,5.69874932,South
193.7,52548,5657,12,0,39,2.42,63.9,31.3,3.9,61,7.705934455,South
184.8,43379,131705,19.3,83.51998785,34,2.45,45,32.4,6.1,63.6,6.108318631,South
181.5,39377,13027,15.8,0,37.6,2.41,48.8,29.9,7.5,59.5,6.288032454,South
167.3,29782,21903,38.8,0,32.3,3.51,44.3,35.5,11.5,27.2,4.799131379,South
152.8,62752,47520,11,0,40.4,2.9,56,34.8,5.8,71.4,5.291214215,South
182.9,55493,8005,13.5,124.9219238,33,2.84,55.5,31.2,2.5,58.4,7.146724418,South
180,59904,62953,10,0,39.3,2.86,57.1,36.8,7.5,63.8,7.013024188,South
167.6,42753,43356,15.4,0,48.2,2.57,55.4,34.7,8.9,61.7,6.943899568,South
158.8,60738,8546,11.4,0,34.1,3.01,62.2,29.7,8.1,57.7,5.57582074,South
191.1,41872,18270,16.4,0,41.9,2.54,58.1,35.9,5.6,58,6.038978864,South
112.5,33291,14374,32.6,0,29.2,3.16,52.3,26,12.2,34.4,9.67556704,South
126.3,26336,12235,31,163.4654679,30.5,3.26,40.2,27,12.2,32.9,4.962779156,South
168.7,50818,6354,9.8,0,33,2.84,60.8,37.2,3.8,76.6,12.66766021,West
137.3,56313,52097,11.6,0,32,3.08,63.7,32.5,6.3,79.3,8.779499824,West
104.1,51735,120783,14.2,157.3069058,25,3.19,56.1,21.9,5.5,78.2,7.221172023,West
155.9,47340,20479,15.7,0,35.1,2.61,54.3,26.9,7.4,70.6,8.165882856,West
119.3,70797,336043,7.2,5.951619287,30.2,3.29,61.4,21.2,4.2,81.5,7.253229221,West
155.5,61976,20862,11.6,0,30.2,2.94,65,36,5.2,73.1,10.01338091,West
113.2,49709,10370,12.9,0,34.5,3.02,61.9,32.9,5.7,73.3,7.28003573,West
105.4,45666,5009,12.2,0,39.6,2.75,59.9,34.5,8.6,67.1,3.098290598,West
179.8,43344,9516,15,0,39.1,2.44,46.3,24.1,7.1,57.2,2.808716707,West
131.1,43615,48368,22.1,310.122395,28.1,3.07,54.2,24.7,10.5,63.8,9.572250479,West
136.9,55204,10594,11.4,0,30,3.29,59.4,35,3.8,70.6,6.440382942,West
129,48456,7131,11.8,0,43.6,2.55,55.9,28.8,7,64.5,4.954367666,West
131.6,52623,12645,12.9,0,34.9,2.98,62.7,29.1,4.3,65.9,8.884297521,West
138.7,82597,11065,4.6,0,32.3,3.4,69.2,24.4,6,80.6,6.102877071,West
166.4,56772,2311,10.3,3894.418001,34.7,3.57,62.4,37.6,6.2,66.6,7.99086758,West
130.9,62536,1107314,11.9,345.8820172,31.8,3.03,52.1,22.8,5.8,73.1,6.633919132,West
123.9,40590,15772,29.2,0,30.6,3.75,44.4,31.5,8.4,45.4,4.937906564,West
156.7,44644,28778,17.1,0,30.5,0.0313,54,27,8.3,69.4,5.587610082,West
154.2,48622,20984,12.1,0,34.1,2.9,59.6,33.7,5.9,66.3,9.947524527,West
123.6,92560,39633,6.8,25.231499,38.2,2.75,63.2,15.5,3.2,81.2,4.14207772,West
146.7,64193,62952,8.1,0,30.7,3.25,59.4,32.1,7.1,80.7,6.916426513,West
133.2,65489,37928,9.6,0,29.7,3.22,57.2,34.7,5.1,72,9.686539644,West
120.4,60957,575205,12.6,62.58638225,24.4,3.62,58.8,16.8,5.5,78.3,8.614426925,West
114.5,65207,29161,7.1,205.7542608,33,3.27,59.1,20.7,4.7,75.6,3.613892365,West
124.8,50169,155602,12.9,141.3863575,34.6,2.99,59.4,24.6,7.7,63.9,6.593968853,West
129.3,42366,2692,14.1,0,40.3,2.74,67.3,25.3,2.1,68.2,11.13360324,West
134.2,59293,243645,12.3,221.6339346,31.8,2.94,54.5,29.1,6.3,72.9,7.55683473,West
173.3,59089,37035,9.5,0,42.8,2.38,50.3,32,5.8,68.2,4.669664476,Northeast
176.1,44674,36317,14.4,55.07062808,46.1,2.25,51.3,30.7,5.7,61.9,3.885024281,Northeast
184.3,45029,30780,13.9,259.9090318,43.1,2.43,49.5,36.1,7.2,60,3.307540586,Northeast
159,61908,161382,11,632.040748,36.3,2.36,46,20.6,5,77.7,4.180500351,Northeast
171.3,35570,6163,19.6,0,48.8,2.29,53.9,43.3,9.4,55.3,4.942339374,Northeast
187.8,59184,48799,9.1,0,39.9,2.57,53.4,37.6,4.9,67.9,4.602473498,Northeast
206.1,60081,6861,9.1,0,47.1,2.34,59.8,29.7,7.4,69.9,3.969883641,Northeast
173.7,49142,25235,12.6,118.8825045,40.5,2.39,49.1,28.6,4.3,63.8,3.897685749,Northeast
175.5,53025,28899,12.8,34.60327347,45,2.32,54.4,34.9,4.5,66.9,4.652301665,Northeast
172,42089,27100,16.2,0,44.8,2.35,51.6,38.7,5.6,54.6,4.689807976,Northeast
178.8,44888,59736,13.5,100.4419446,45.5,2.29,49.4,34.2,6.6,65.3,4.093296262,Northeast
165.8,58673,58612,11,443.5951682,43.2,2.32,49.5,29.2,4.8,71.3,2.874885005,West
183.7,49616,43386,12.9,0,45.8,2.21,50.7,30.7,6.8,63.7,3.546703589,Northeast
160.4,51513,55737,12.1,53.82421013,46.8,2.25,53.4,31.7,5.1,66.3,4.807193498,Northeast
216.2,38390,32973,19.4,0,45.3,2.29,52.6,39.9,6.8,61.8,4.349749336,South
143.8,67083,105703,9.1,113.5256331,38.6,2.45,51,18.2,3.8,81.9,5.043113678,South
189.5,45454,15677,15.8,255.1508579,47.2,2.33,54.2,36.9,5.1,69.6,8.070065687,South
216.5,51738,12903,12.9,0,45.8,2.68,57.5,34.1,5,68.7,6.59515296,South
183.9,43998,31914,13.7,0,43.6,0.0248,50.1,35.7,6.6,68.8,5.278870946,South
178.9,44397,15414,15.1,0,42.3,2.55,54.3,36.1,6.6,68,4.406073236,South
136.5,107143,229164,8.5,30.54580999,33.9,2.24,42.9,8.3,3.7,85.7,5.34181797,South
167.1,57808,74314,9.8,26.91282935,44.2,2.5,57.3,40.1,4.7,74.9,5.594450511,South
173,43852,4470,11.5,0,48.3,2.1,55.1,38.9,6,74.8,8.043694141,South
220.5,42624,6561,14.1,0,44.8,2.19,53.5,39.5,8.7,71.6,5.213270142,South
148.7,63646,33347,7.8,0,46.4,2.55,61.4,35,4.6,82.5,3.635817308,South
165.3,37344,16698,21.9,0,41.7,2.51,38.6,35.7,10.5,60,4.689366786,South
175.8,32083,22776,23.2,0,45.5,2.37,51.6,34.4,10.6,51,6.462372316,South
191.8,38731,17032,22.8,0,42.2,0.0268,43.5,43.5,11.2,59.7,3.636938646,South
160.1,46663,55086,14.5,0,42.4,2.5,54.6,36.1,6,70.3,4.696595168,South
201.8,56099,29984,11,0,39.1,2.48,51.7,36.7,8.6,70.1,4.384535624,South
172.5,38474,29724,17,0,46.1,2.37,56.5,34.5,6.7,62.9,5.65626049,South
214.2,49768,7040,13.1,0,48.6,2.47,44.7,39.3,8.2,67,4.814305365,South
182.2,36339,12201,20.7,0,44.6,2.57,44.5,37.6,4.9,56.2,2.903225806,South
165,72972,335687,8.3,74.47413811,38.2,2.78,52.6,24.1,6.8,79.6,4.829985959,South
197.4,70281,14363,8.2,0,45.7,2.55,50.7,28,6,75.4,6.678141136,South
169.4,46551,5211,12.4,4221.838419,47.1,2.35,57.3,48.4,4.1,65.8,6.776556777,South
187.1,62394,49432,11,20.22981065,38.9,2.83,55.9,34.1,7.3,72.7,4.025191676,South
179.2,41409,9719,19,0,44.3,2.45,45.8,36.5,10.1,57.4,7.259953162,South
218.9,32103,15115,21.3,0,43.4,2.43,55.5,35.6,8.4,57.7,6.491885144,South
185.4,52288,27852,12.1,0,42.4,2.74,45.1,39.7,9.7,71.1,5.697445973,South
183.4,48277,11130,14.5,0,44.8,2.53,45.4,38.5,8.5,67.2,1.972920696,South
126.9,110507,1142234,6.7,153.208537,37.4,2.85,56,13,4.9,81.8,5.344658861,South
162.9,89106,68782,7.4,43.61606234,41.5,2.84,57.5,28.5,5,80.7,5.083533771,South
138,43355,15651,14.1,2875.215641,45.2,2.46,58.9,35.6,5.7,69.8,4.274857505,South
176.5,64258,26235,7.9,0,41.6,2.5,58.6,28.4,5.2,80,5.34985643,South
162,47419,56264,16.3,0,45,2.36,58.4,32,6.2,67.4,5.965766068,South
185.3,65485,83199,7.7,0,40.1,2.72,57.4,30.5,5.2,75.7,5.175688509,South
189.4,45979,16708,13.5,598.5156811,43.9,2.32,50.7,40,4.8,68.7,8.255410099,South
200.4,58900,37143,9.7,26.92297337,43.6,2.57,57.9,33.9,4.7,76.4,4.308202154,South
153.4,86610,22253,7.5,0,47.2,2.5,62.8,26.9,5,81.6,2.75862069,South
196,31893,16012,19.9,0,47.6,2.24,55.2,41.1,9,56.6,6.072477963,South
156.5,61762,19162,9.6,0,481.2,2.64,59.8,34.9,7.4,69.7,3.450671607,South
174.7,36459,11885,25.1,0,42.9,2.17,38.4,42.3,6.4,65.8,1.886792453,South
178.3,39079,35125,18,28.46975089,45.3,2.43,47.8,36.5,7.5,59.3,5.521048999,South
163.7,81940,103227,6.1,106.5612679,41.9,2.65,58.9,27.6,4.4,84.7,4.125165648,South
169.1,62446,325155,11,153.772816,37.9,2.54,46.9,22.8,6.7,76,5.200247219,South
147.7,44490,150965,24.9,0,31.4,3.19,44.3,24.8,13,55.9,6.638754179,West
190.6,36333,64591,24.3,0,45.5,2.34,45.4,28.3,14.6,47.6,6.718511986,West
169.9,49995,31345,19.4,0,37,2.24,43.5,28.8,10.9,66.6,7.549668874,West
148.4,55686,10170292,18.7,255.9415207,35.6,3.02,42.4,20.7,10,55,4.70528099,West
147.5,43171,154998,22.3,109.6788346,33.5,3.35,47.6,25.1,7.5,45.8,6.972732188,West
135.2,94549,261221,8.8,421.0993756,45.4,2.41,51.8,11.8,5.7,78.4,5.448237059,West
147.6,47781,17531,16.2,0,50.6,2.29,58.2,28.5,11.6,68.6,9.589041096,West
167.5,42840,87649,18.8,79.86400301,42.2,2.51,45.1,26.5,12.2,49.3,5.383139601,West
162.9,43818,268455,24.8,29.80015273,30.4,3.32,45.8,24.8,16.2,48,6.393691516,West
160.8,39172,8965,20.2,111.5448968,47.8,2.32,52.1,26.1,8.6,50.8,8.313253012,West
102.1,59181,13909,11.3,0,38.5,2.82,42.2,16.8,13.4,56.7,1.991310644,West
192.7,34971,26489,25.4,0,38.8,2.61,41.5,34.5,17.6,52.7,6.266977105,South
195.6,34445,13963,21.2,214.8535415,41.3,2.56,47.7,38,9.7,62.3,8.330673476,South
140.8,57428,433898,17,73.75005186,33.5,3.26,46.3,20.8,8.4,55.6,5.921976696,West
170.2,71063,142456,9,182.5124951,40.3,2.74,50.9,19.3,7.5,71.8,4.941095375,West
144.9,57118,98877,11.4,182.0443581,49,2.38,53.6,20.2,9.8,66.7,4.079089924,West
143.8,76061,3169776,12.9,145.7516241,37.1,3.04,50.1,17.7,7.6,65,4.827807522,West
153.4,75689,375391,8.3,407.5750351,41,2.67,55.6,19.4,8.3,78.2,4.433234709,West
167.2,47964,18409,14,0,51.3,2.26,53,23.9,15.2,62.3,4.06430088,West
154.6,56877,2361026,17.1,57.17853171,34.5,3.24,48.4,25.8,12.9,56.3,5.475268467,West
168.9,55803,1501335,18.1,239.1205161,35.5,2.76,45,22.3,11.8,63.2,5.384470827,West
150.4,68166,58792,14.1,102.0547013,35,3.33,51,24.4,12.2,64.5,6.536926148,West
168,51951,2128133,20.4,62.02619855,32.5,3.33,45.4,26.2,12.6,54.4,6.007621442,West
187.9,39922,82005,17.2,512.1638924,40.5,2.55,57.6,34.7,7.3,62.6,3.913308575,South
157.1,66034,3299521,14.7,139.1111013,35.1,2.86,47.2,19,8.7,66.6,4.953958986,West
145.1,83788,864816,12.1,445.1814027,38.5,2.32,38.8,12.7,6.8,72,3.673722996,West
168.9,51527,726106,20.7,60.59721308,33.5,3.16,47.9,26.4,13.7,57.2,6.148432798,West
149.4,61775,281401,14.5,156.3604962,39.3,2.51,48.2,19.7,6.6,71.9,4.076692166,West
140,100806,765135,7.5,218.2621367,39.5,2.85,51.9,16.5,6.7,76,5.015576324,West
142.3,62116,444769,17.4,229.3325299,33.6,2.92,44.9,17.7,8,63.2,4.603274095,West
135,97219,1918044,8.5,410.3138406,36.8,2.95,53.2,15.2,7.7,74.1,5.541784514,West
145.4,64257,274146,16.1,83.89690165,37,2.72,44.9,15.5,7.6,68.3,4.539151472,West
192,43661,179533,14.7,5.570006628,42.2,2.54,49.1,25.8,10.3,56.4,3.958736974,West
158,47293,2967,13.8,0,54.5,2.38,52.4,34.5,8,58.8,2.073732719,West
189.1,41940,49565,22.4,0,36.8,2.56,50.6,32.2,10.9,65.6,4.908292431,South
192.6,38641,43554,21.1,160.7200257,47.8,2.26,52.1,24.9,12.7,53.4,4.740349554,West
176.7,67106,436092,12.3,392.1190941,37.3,2.89,46.8,23.8,11.4,69.2,5.163792425,West
163.1,66949,502146,11.3,213.0854373,40.8,2.59,47.2,19.9,8.1,69.2,5.065070552,West
164.9,50917,538388,18.1,105.8716019,33.5,3.08,47.9,28.3,15.2,54.7,6.025884863,West
155.1,51827,96463,15.2,0,35.4,2.95,53,24.8,13.2,54.5,6.71564894,West
174,40782,63308,18.2,0,40.5,2.63,51.4,30.5,13.2,53.1,4.096971483,West
189.4,34961,13069,19.9,0,50.3,2.38,53.8,31,9,44.8,1.470588235,West
155.2,42360,459863,28.1,0,30.3,3.36,47.5,25.2,12,43.1,6.825864335,West
159.9,49476,53709,14.3,18.61885345,48.6,2.28,51.8,29.7,12.9,64,3.962223187,West
146.1,74967,850536,11.5,43.50197993,37.1,3.08,50.6,19,8.6,66.8,5.34009399,West
217.4,26602,41131,35.2,0,38.7,2.53,33.4,34.6,16.4,48.1,8.433257358,South
158.9,54509,213016,19.5,117.3620761,30.9,2.77,43.1,19.7,9,70.5,4.109357003,West
182.8,41403,74492,21.6,255.0609461,32.1,2.87,49.5,25,14.8,52.1,7.98203179,West
162.4,59316,491337,12.9,926.0446496,33,2.98,49.7,28.8,7.9,60.7,6.288469602,West
165.7,38140,16496,22.5,181.8622696,30.1,2.56,45.1,25.9,10.4,53.6,4.898266767,West
140.1,65359,631096,11.2,456.3489548,36.1,2.63,50.5,20.4,7.2,70.3,5.782071504,West
105.2,44508,12352,14.7,0,49.6,2.25,60.6,26,8.2,51.8,4.115421003,West
188.6,36294,3615,20,0,47.6,2.3,57.8,31.6,4.5,51.2,5.028735632,West
176.2,35424,5830,32.3,0,41.1,2.19,42.6,44.5,8.3,46.7,12.47920133,West
124.1,71546,319372,13.3,629.3601192,35.8,2.45,47.7,12.7,6.1,78.3,4.171506363,West
158.4,85885,65065,4,46.10773842,37.5,2.57,58.6,14.7,5.5,82.8,5.099793071,West
170.6,36241,71130,24,0,39.3,2.81,53.5,35.2,7.7,57.7,6.414172266,South
140.8,48840,18658,12.4,0,49.2,2.21,55.5,26.7,5.9,63,4.893475366,West
124.5,52273,1829,13.4,1093.493712,37,2.63,53.7,33.6,9.3,61,5.299539171,West
139.4,69115,9303,8.5,0,48,2.13,57.4,22,5.4,76.8,3.600654664,West
138.1,33998,8130,22.9,0,38.4,2.78,56.3,32.8,9.7,45.9,7.34055355,West
116,27882,3584,28.5,0,49,2.46,48.2,27.4,14,41,7.517482517,West
110.7,32570,5562,40.5,0,35.5,3.78,30.9,39.1,27,44.7,10.31111111,West
160.8,48368,4445,14.9,0,56.4,2.15,64.8,18.7,14,51.9,5.851979346,West
163.5,45283,29979,15.6,0,47.3,2.41,56.3,37.5,11.7,53.6,8.005224855,West
163.7,54872,682545,15.9,881.99312870000006,34.1,2.3,39.2,17.7,6.3,62.1,5.543167508,West
122.2,44235,1978,15.4,0,39.9,2.64,52.7,37.8,4.6,59.9,2.105263158,West
193.8,54298,81468,14.4,36.82427456,37.9,2.65,51,35.4,8.3,74.2,5.800146592,South
128.4,107250,322387,3.7,843.706477,37.6,2.76,65.6,12.9,4.1,88.9,4.964771639,West
80.8,76661,53605,7.8,93.27488107,35.6,2.94,51.4,17.9,4.4,72.2,4.860486049,West
148.3,83603,24735,5.9,0,45.1,2.82,62.6,27,6.7,77.9,3.311386522,West
148.5,59286,674471,12.2,173.4692819,33.6,2.6,53.8,21,8.4,72,6.187072813,West
166.2,41385,46692,19.1,0,43.5,2.21,49.8,39.2,9.2,58.5,5.417177079,West
126.4,62529,58095,10.2,51.6395559,35.9,2.72,57.8,26.1,6.9,58.2,4.502177282,West
129.8,64752,5828,7.9,0,44.7,2.14,54.5,24.4,4.9,73,3.787268332,West
123.2,59379,14615,10.4,0,42.5,2.69,54.6,25.5,5.7,64.1,1.309904153,West
102.6,48940,16067,14.9,248.9574905,34.3,2.34,43,17,7.8,69.1,6.455696203,West
151.5,32750,6492,22,0,53.5,2.08,48.1,27,15,54.3,3.911735206,West
141.7,70687,565524,8.3,282.923448,40.4,2.44,52.4,21.3,5.9,77.1,4.465658687,West
