deathRate,medIncome,popEst2015,povertyPercent,studyPerCap,MedianAge,Geography,AvgHouseholdSize,PercentMarried,PctHS18_24,PctHS25_Over,PctUnemployed16_Over,PctPrivateCoverage,PctEmpPrivCoverage,PctPublicCoverage,BirthRate
174.3,49626,203709,13,14.72688983,42.2,"Baldwin County, Alabama",2.6,53.8,33.4,28.8,7.5,67.6,42.6,33.7,5.381477705
195.9,41450,43943,18.1,22.75675307,38.8,"Chilton County, Alabama",2.68,54.4,41.9,39.2,9.1,60.8,41.3,35.1,5.95355245
201.7,36409,18433,20.4,0,41.4,"Arkansas County, Arkansas",2.39,49.8,39.8,42.5,8.3,52,30.1,47.3,7.128810226
212.3,36176,20838,22.7,0,41.4,"Ashley County, Arkansas",2.52,53,35.9,41.4,11.8,48.7,29.3,48.5,5.180598555
194.7,37873,41053,14.9,0,51.5,"Baxter County, Arkansas",2.23,57.5,42.1,35.6,7.6,60.3,30.5,51.1,4.674318905
166.2,57408,249672,11.9,92.12086257,35,"Benton County, Arkansas",2.75,59.9,39.8,30.8,4.2,68.5,52.6,28.3,5.82126689
198.2,39779,37222,16.9,0,41.4,"Boone County, Arkansas",2.45,57.7,34.4,35.9,8.4,59.2,36.5,43.5,9.035846724
214,32734,11094,27.4,0,40.6,"Bradley County, Arkansas",2.39,51.6,32.8,42.1,9.4,46.5,25.2,49.3,5.141916907
202.4,39493,5229,18,0,44.9,"Calhoun County, Arkansas",2.4,55.7,49.3,49.3,7.2,57.1,36.4,41.8,3.101503759
167.6,36964,27704,17.9,0,44.2,"Carroll County, Arkansas",2.49,56.1,45.9,35,6.2,54.4,32,43.8,6.345497034
229,29541,11027,32.1,544.1189807,43.4,"Chicot County, Arkansas",2.36,44.9,38.3,44.6,11.5,40.4,22.7,56.4,9.349593496
170.4,38504,22633,21.5,0,34,"Clark County, Arkansas",2.28,43.1,13,33.6,8.4,65.3,43.2,35.9,3.697749196
137.6,35049,13170,25,0,44.9,"Choctaw County, Alabama",2.37,48.3,43.1,36.8,13.6,56,34.3,44.8,4.317548747
228.7,33826,15109,19.9,0,43.8,"Clay County, Arkansas",2.31,52.3,48.9,43.8,9.5,53.8,29.6,46.8,8.81166615
188.5,40555,25467,15.2,0,47.1,"Cleburne County, Arkansas",2.5,57,47.6,39.2,10.2,58.6,28.9,44.1,4.101603165
163.4,43201,8311,16.6,0,42.4,"Cleveland County, Arkansas",2.53,58.2,27.2,44.8,9.7,59.5,39.3,42.3,3.533190578
210,37495,24114,24.1,0,36,"Columbia County, Arkansas",2.37,47.2,19.9,38.2,10.1,60.5,39.9,38.8,6.776379477
167.2,42348,21019,18.3,47.57600266,40.7,"Conway County, Arkansas",2.49,54.2,41.8,42.1,8.1,58.3,37.1,42.3,5.789245447
191,42851,104354,22.3,402.4761868,33.5,"Craighead County, Arkansas",2.52,48.5,26.9,32.8,7.5,58.2,38,37.8,5.052358022
195.3,43466,61703,16.6,0,38.8,"Crawford County, Arkansas",2.58,58,46,38.7,7.9,57.4,40.1,38.5,5.975420257
242.9,35455,48963,27.3,0,34.6,"Crittenden County, Arkansas",2.67,40.3,39.7,36.3,9.9,52,37.6,42.1,7.947176973
230.9,38597,17284,22.3,0,40.1,"Cross County, Arkansas",2.49,53,55.1,45.8,8.6,54.2,37.3,42.9,3.788634098
250,34018,7604,21,0,43.4,"Dallas County, Arkansas",2.26,52.3,43.5,50.5,8.3,55.1,36.3,44.5,1.704199635
194,36620,24675,24.9,0,41.1,"Clarke County, Alabama",2.57,45.5,55.9,43.9,19.4,56,36.7,43.2,2.570564516
186.9,33028,11965,27.3,0,39.4,"Desha County, Arkansas",2.33,44.2,45.8,40.4,17.7,44,25.2,52.5,5.621925509
190.6,36801,18778,24,0,37.5,"Drew County, Arkansas",2.43,50.7,25,35.5,14.3,54,33.6,40.6,4.350706714
174,51436,121552,14.7,0,31.6,"Faulkner County, Arkansas",2.65,49,23.8,30.6,6.6,69,44.6,29,4.772020566
201.6,40404,17702,17.5,0,40.4,"Franklin County, Arkansas",2.58,55.1,40.6,40.4,11,55.8,36.7,42.9,7.574180115
175,33347,12204,22.6,0,48,"Fulton County, Arkansas",2.27,62.2,42.9,43,7.6,55.7,29.5,48.6,8.096280088
196.4,40621,97177,18.7,421.9105344,44.1,"Garland County, Arkansas",2.35,50.9,34.8,32.2,9.2,56.3,30.2,44.6,3.943233157
190.5,46067,18102,13.3,0,39.6,"Grant County, Arkansas",2.61,57.9,42.9,43.1,9.4,67.7,46.7,35.9,5.539429124
194.5,42572,44196,16.3,0,38.3,"Greene County, Arkansas",2.56,53.1,40.2,43.1,9,58.7,37.7,41.1,5.73167141
185,33136,22084,24.4,0,39.1,"Hempstead County, Arkansas",2.81,45.3,38.3,38,7.9,48.2,30.3,44.6,6.208291203
200.3,37831,33426,18.7,0,40.9,"Hot Spring County, Arkansas",2.59,52.7,38.1,42.1,7.6,58.1,35.7,43.2,3.906472769
190.8,35940,13555,19.5,0,43.8,"Clay County, Alabama",2.45,52.3,40,36.3,9.4,60.3,34.2,42.5,5.245114844
220.6,37336,13300,18.8,0,38.6,"Howard County, Arkansas",2.65,48,21.7,33.5,8.5,51.6,32.9,42.4,5.693717277
170.1,41085,37052,18.6,0,38.7,"Independence County, Arkansas",2.52,53.2,30.9,38.9,6.9,57.6,38,40.3,4.404237591
184.1,32744,13445,22,0,48.1,"Izard County, Arkansas",2.28,56.7,36.5,40,10,53.1,28.9,49.3,4.812157028
233,32427,17338,25.1,0,41,"Jackson County, Arkansas",2.25,41.5,45.2,45.3,7.9,49.5,30.5,48.8,5.670985089
204.1,35927,71565,26.8,27.94662195,38.5,"Jefferson County, Arkansas",2.41,40,33.2,38.7,11.2,56.5,35.4,44.2,4.806902219
176.9,34923,26141,19.7,0,38.1,"Johnson County, Arkansas",2.5,54.6,38.5,41.1,6.2,57.9,38.5,39.6,8.562113933
195.2,32225,6996,27.5,0,45,"Lafayette County, Arkansas",2.52,41.5,44.4,43.3,12.5,49.6,25.5,48,3.516921035
213.5,34916,16779,23,59.59830741,41.1,"Lawrence County, Arkansas",2.45,48.9,26,42.7,6.9,50.9,30.9,47.1,5.841924399
217.6,28006,9650,39.3,0,40.6,"Lee County, Arkansas",2.34,34.4,44.4,39.5,17.3,39.9,24,53.7,12.36017897
194.4,37644,13820,29,0,37.5,"Lincoln County, Arkansas",2.43,37.2,47.9,48,14.2,50.4,32.1,46.4,8.022922636
196,40418,15018,17,0,41.3,"Cleburne County, Alabama",2.57,56.7,42.1,38.3,8.3,59.9,38.8,40.4,4.221954162
205.5,37691,12472,18.2,0,41.7,"Little River County, Arkansas",2.39,49.1,37.5,40.6,8.8,58.8,36.9,42,2.657444485
221.2,36391,21714,21.1,0,42.8,"Logan County, Arkansas",2.48,50.7,41.7,43.7,8.1,57.1,34.6,44.7,8.799648892
204.9,54459,71645,12.3,125.6193733,35.5,"Lonoke County, Arkansas",2.7,58.3,37.9,34,5.9,68.8,41.4,32.9,7.028310079
195.3,39158,15767,18,0,41.8,"Madison County, Arkansas",2.46,62.2,45.7,46,7.3,56.4,38.1,38.7,3.234421365
213.7,33181,16185,20.3,0,51.3,"Marion County, Arkansas",2.43,58.2,39.7,43.4,10.9,56,27.4,52.2,5.886450714
212.3,40877,43908,20.8,0,37.8,"Miller County, Arkansas",2.5,45.7,38.2,39.3,9.6,55.4,35,39.9,7.403380449
236.4,33577,43738,27.1,0,35.6,"Mississippi County, Arkansas",2.57,45.8,40.8,36.6,12,49.5,31.9,45.2,7.372578522
229.9,30682,7399,28.1,0,45.2,"Monroe County, Arkansas",2.27,42.7,37.1,41.2,12.8,42.4,22.4,56,9.781931464
146.2,34597,8970,20.1,0,48.5,"Montgomery County, Arkansas",2.33,59.8,45.2,37.6,4.3,48.6,24.2,47,4.152249135
210.7,30935,8558,25.1,0,41.8,"Nevada County, Arkansas",2.48,52.5,56.4,42.8,9.5,48.4,26,47.1,5.091311566
173.3,46931,51211,16.8,0,38.8,"Coffee County, Alabama",2.62,51,29.3,29.5,7.1,68.1,33.4,36.3,4.884815874
203.6,35895,7913,20.1,0,47.7,"Newton County, Arkansas",0.0242,56.7,42.2,42.4,4.4,51.8,30.2,48.8,3.53569046
198.5,34971,24358,23,0,42.7,"Ouachita County, Arkansas",2.34,48.2,43.6,43.2,8.3,57.3,33.9,46.1,6.041591968
209.9,40556,10189,17.3,0,43.1,"Perry County, Arkansas",2.62,54.3,30.7,42.1,6.8,60.2,38.5,43.3,2.85046729
248.7,28171,19513,35.3,0,37.8,"Phillips County, Arkansas",2.48,35.7,23.4,31.7,18.1,39.3,22.2,53.1,6.831119545
184.3,36893,10824,20,0,41.4,"Pike County, Arkansas",2.5,56.9,40.4,35.6,6.6,48.7,28.4,46.5,8.52225021
247.1,35851,24040,21.9,0,40.2,"Poinsett County, Arkansas",2.57,47.9,35.2,42.6,10,43.7,25.6,51.3,7.948482061
187.2,33127,20216,22,0,43.1,"Polk County, Arkansas",2.56,51.3,39.5,39,9,47.1,22.5,52.7,6.71641791
207.1,39909,63390,18.3,0,35.2,"Pope County, Arkansas",2.62,51.5,25.2,33.2,7.6,61.3,40,36.2,5.167133642
196.7,39896,8291,18.7,0,45.4,"Prairie County, Arkansas",2.16,56.5,30.9,41.8,6.2,51.7,30.7,47.1,7.01754386
182.7,45698,392664,16.1,644.3167696,36.4,"Pulaski County, Arkansas",2.49,43.5,31,27,7.5,64.2,43.6,33.7,5.116648446
190.5,43057,54354,16.7,202.37701,42.2,"Colbert County, Alabama",2.43,51.1,31.3,34.5,9,67.2,43.9,37.5,3.673864003
212.5,37761,17469,18.3,0,42.9,"Randolph County, Arkansas",2.36,56.4,42.8,39.3,5.4,51.3,30.9,47.1,7.27081138
202.9,30489,26589,33.4,0,37.5,"St. Francis County, Arkansas",2.51,37.4,31.3,39.7,11.7,45.2,27.7,48.4,6.906077348
169,55915,117460,8.7,187.2978035,38.7,"Saline County, Arkansas",2.66,55.6,31.2,33.9,5.3,70,47.1,33.8,5.129672006
207.4,33202,10513,23.7,0,41.3,"Scott County, Arkansas",2.66,56.8,43.1,39.6,10.9,56.8,33.7,44.6,3.421727973
219.4,31765,7869,23.3,0,47,"Searcy County, Arkansas",2.48,57.5,38.7,40.2,5.9,46.7,22.7,54,4.102564103
187.5,39907,127780,22.1,62.60760682,36.9,"Sebastian County, Arkansas",2.53,50.3,36.4,31.9,6.1,58.1,39.8,37.9,6.387886081
179.5,37014,17290,20.4,0,34.9,"Sevier County, Arkansas",2.81,53.3,29.9,34.9,9.3,51.1,35.1,39.7,5.671792286
190.4,32101,16912,21.6,0,47.2,"Sharp County, Arkansas",2.37,53.9,24.6,45.9,8.8,47.4,24.9,54,6.62707096
171.7,30010,12456,24.4,0,48.5,"Stone County, Arkansas",2.4,55.4,42.2,35.4,7,48.5,20,54,4.961659901
218.7,40841,40144,23.1,0,39.7,"Union County, Arkansas",2.43,50.8,31,37.7,9.7,58.1,36,41.3,5.453756912
178.9,32975,16771,22,0,47.1,"Van Buren County, Arkansas",2.44,53.3,43,42.7,11.2,50.1,26.7,48.8,4.153846154
173.1,45589,225477,19.3,372.543541,31.2,"Washington County, Arkansas",2.55,49,25.1,27.9,6.2,65.1,47.8,27.6,5.272822665
201.4,42044,79161,19.4,12.63248317,36.2,"White County, Arkansas",2.55,53.8,24.3,37.6,7.1,61.2,39.6,37,5.493655215
215.9,29969,6741,25.1,0,43.9,"Woodruff County, Arkansas",2.36,42.1,37.7,44.5,12.4,40,25.4,52.5,5.860805861
207.9,37080,21713,17.4,0,39.1,"Yell County, Arkansas",2.8,53.1,48.8,40.6,8.3,55.7,37,42.1,4.956760177
147.7,76996,1638215,12.5,262.4808099,37.1,"Alameda County, California",2.78,47.8,24.5,18.5,8.3,70.7,52.8,27.9,5.014712267
166.6,54610,37001,12.9,0,50,"Amador County, California",2.36,52.2,38.2,27,14,69.7,39.7,44.7,3.698558778
178.7,42302,225411,21.9,70.98145166,36.8,"Butte County, California",2.55,42.4,25,22.6,12.1,58.5,35.9,42.3,5.545831589
157.4,53321,44828,13.7,0,50.7,"Calaveras County, California",2.45,55.5,35.3,27.6,12.1,66.6,36.8,43.4,2.851375221
153.3,48006,21482,14.3,0,34,"Colusa County, California",3.04,55.1,41.9,21.7,10.4,48.9,29.6,42.3,6.602564103
211.9,34679,10724,18.8,0,45.1,"Coosa County, Alabama",2.42,44.7,28.9,37.6,17,55.9,31.2,45.3,2.504393673
151.5,80338,1126745,10.5,332.817097,38.8,"Contra Costa County, California",2.82,51.5,29.5,18.7,8.8,73.2,52.5,28.4,5.114550334
185.4,41419,27254,22.4,0,38.8,"Del Norte County, California",2.55,40.8,40.3,29.1,11.5,50.4,30.8,51.9,9.278553175
151.5,70235,184452,11.4,92.16489927,44.9,"El Dorado County, California",2.69,55.8,39.1,21.8,11.1,74.8,48.7,31.5,4.76817356
152.8,43338,974861,27.5,82.06298129,31.4,"Fresno County, California",3.17,44.2,27.7,22.8,13.2,49.4,34.2,43.1,6.004383506
165.2,43755,28017,17.1,0,37.2,"Glenn County, California",2.92,51.4,27.2,29.6,12.6,52.7,34.1,41.2,6.12741125
177.4,40581,135727,21,7.367730813,37.4,"Humboldt County, California",2.47,41.4,25.7,25.2,10.5,55.1,33.3,41.4,5.240578994
130.3,38737,180191,23.6,0,32.2,"Imperial County, California",3.61,44.2,27.5,21.9,17.4,45.1,34.4,43.4,7.022539698
138.1,49267,18260,14,0,45.7,"Inyo County, California",2.23,46.8,42.5,30.9,6.8,65.9,43,39.8,4.535082715
161.3,47451,882176,24.5,47.6095473,31.1,"Kern County, California",3.21,46.5,36.6,27.3,12.7,51.8,37.8,40.1,6.627706717
156.8,38221,29457,22.7,0,41.6,"Lake County, Montana",2.38,54.1,39.2,31.4,9.9,48.5,25.3,41.9,7.388908026
159.7,53572,66418,12,813.0326116,40.9,"Lewis and Clark County, Montana",2.38,51.7,31.7,23.7,4.9,74.1,50.6,30.3,5.247084953
126.9,37911,2408,19.1,0,44.8,"Liberty County, Montana",2.52,56.5,18.9,22.1,4.5,71.2,29.8,33.9,5.027932961
174.6,36734,19052,19.2,0,50.8,"Lincoln County, Montana",2.21,55.9,32.6,33.6,13.1,55.5,28.6,43.2,4.703476483
130.6,43132,1683,15.4,0,51.2,"McCone County, Montana",2.31,66.3,65.7,45.9,0.8,83.4,41.3,30.7,8.620689655
129.5,41539,7915,12.6,0,52.1,"Madison County, Montana",2.23,55.3,29.5,35.9,4.8,66.8,32.7,34.8,3.238866397
198.6,36903,1830,18,0,49.6,"Meagher County, Montana",2.47,55.1,40.6,39.7,3.9,57.7,24.7,41.3,3.899721448
188.8,36449,4251,17.3,0,619.2,"Mineral County, Montana",2.67,46,59.8,41.8,11.8,48.3,20.2,53.8,3.333333333
158.9,44716,114181,15.8,937.1086258,34.8,"Missoula County, Montana",2.33,45.2,26.4,22.7,8.2,69.4,46.3,26.9,3.76216968
196.6,39827,4582,19.1,0,48.5,"Musselshell County, Montana",2.43,58,60.1,40.2,4.6,61.7,37.5,39.4,7.611241218
140.9,42942,15972,14.7,2191.334836,46.6,"Park County, Montana",2.28,52.2,31.2,33.1,5.4,67.6,39.2,29.3,3.270009343
151.2,41595,4169,15.7,0,47.9,"Phillips County, Montana",2.26,60.8,30.2,37.3,6.3,62.5,29.2,35.2,9.448818898
171.7,39292,6184,20.3,0,41.9,"Pondera County, Montana",2.52,50.2,26.2,33,6,61.2,30,37.6,4.988123515
161,40072,6840,20.2,0,45.4,"Powell County, Montana",2.25,43.3,46.1,37,2.2,63.2,38.9,38.2,6.109979633
151.6,42902,41373,17.2,0,47.6,"Ravalli County, Montana",2.43,53.2,28.8,33.9,8.2,59.2,27.9,41,3.969171484
170.1,65738,11960,8.2,0,38,"Richland County, Montana",2.51,55.9,44.4,38.5,2.5,70.8,47.3,20.2,9.156118143
182.6,37511,11476,23.8,0,30.4,"Roosevelt County, Montana",3.54,38.7,41.8,38.8,6.8,39.6,27.7,38.6,6.547122602
164.6,50751,9398,20.5,0,36.9,"Rosebud County, Montana",2.81,53.8,44.9,32.7,10.6,59,40.3,27.7,4.558969277
151.3,32815,11336,20.7,0,51.5,"Sanders County, Montana",2.21,61.2,35.6,41.9,9.3,52.2,24.1,44.7,8.568548387
165,52711,3687,10.2,0,47.1,"Sheridan County, Montana",2.16,56.5,52,30.4,2.7,76.9,41.9,31.8,3.617945007
171.4,39882,34622,19.5,1357.518341,40.6,"Silver Bow County, Montana",2.22,44.8,39.2,34.9,7,63.8,42.3,34.7,4.512392241
127.4,60812,9486,8.4,421.674046,46.7,"Stillwater County, Montana",2.44,65.2,49.4,37.2,3.6,75.8,44.7,30.2,3.636363636
165.6,45000,3634,12,0,46.1,"Sweet Grass County, Montana",2.55,62.4,30.8,38.1,0.9,72.5,42.1,33.6,9.191759113
164.9,46208,6104,13.9,0,44.8,"Teton County, Montana",2.5,58.3,36.1,34.3,5.1,63.6,30,40.2,8.581138488
174.2,45207,5087,17.2,0,41.7,"Toole County, Montana",2.24,52.6,22.9,36.6,3.1,57.3,27,35,6.557377049
129.5,46328,7659,12.4,130.565348,45.5,"Valley County, Montana",2.26,60.5,43.5,37.8,2.6,64,34.9,40.4,5.681818182
149.4,35875,2110,19.5,0,46.5,"Wheatland County, Montana",2.34,57.7,36.7,36.4,3.4,63.4,29.2,34.1,5.066666667
214.4,43859,1130,11.7,0,51.2,"Wibaux County, Montana",2.15,56.5,28,37.4,3,68.1,36.2,38.5,17.87709497
168.9,51653,157048,12.3,1757.424482,38,"Yellowstone County, Montana",2.44,50.2,37.6,31.2,4.1,69.7,49,29.1,5.116068139
157.5,48658,31587,12.5,63.31718745,37.8,"Adams County, Nebraska",2.35,51.9,20.7,32,5.5,75.6,51.1,27.5,5.432887856
139,50919,6414,14,0,46.5,"Antelope County, Nebraska",2.27,66,19.6,33.1,1.6,76,38.1,31,8.048993876
171.1,52914,5315,10.3,0,45.6,"Boone County, Nebraska",2.37,60.5,21.3,42.3,1.2,80.4,48.8,29.3,4.356636272
159,55465,11337,11.4,0,40.8,"Box Butte County, Nebraska",2.31,61.1,31.5,33.8,3.9,73.2,52.8,30.7,6.383909051
135.2,39964,2006,13.9,0,50.8,"Boyd County, Nebraska",2.15,64.7,28,41.5,1.1,69.4,25,37.6,9.17721519
156,42348,2946,12.8,339.443313,47.6,"Brown County, Nebraska",2,64,20,41.2,0.7,67.1,32.3,39.8,0.363636364
159.1,51550,48863,12.5,900.4768434,32.5,"Buffalo County, Nebraska",2.49,50.8,17.5,25.6,3.5,81.3,56.9,22.7,4.894004637
201.4,49345,6585,10.6,0,47.4,"Burt County, Nebraska",2.33,60.7,40.6,39.2,3.3,72.3,45.1,35,7.352941176
167.3,54240,8115,9.2,0,44.7,"Butler County, Nebraska",2.26,60.8,24.9,39.9,4.2,79.4,46.5,30.1,11.30834977
193.1,66522,25512,6.9,0,498,"Cass County, Nebraska",2.57,62,36,32.1,3.8,83,55.4,24.4,7.938902508
120,54421,8564,10.4,0,44.8,"Cedar County, Nebraska",2.39,64.4,28.4,40.6,2.2,83.7,43.6,28,6.343283582
172.1,52749,3956,9.3,0,44.9,"Chase County, Nebraska",2.25,66.5,21.6,33.2,0.7,74.5,36,30,7.489597781
148.7,43564,5848,13.3,0,43.9,"Cherry County, Nebraska",2.14,68,35.7,31,2.6,76,41,30.8,4.047619048
122.2,55964,10167,9,0,39.9,"Cheyenne County, Nebraska",2.27,55.1,28.3,27.1,1.6,77,57.2,27.1,11.69354839
148.9,55758,6309,11.3,0,43.2,"Clay County, Nebraska",0.024,61.2,28.1,32.6,2.8,69.5,37.3,32.5,8.012820513
163,50758,10520,10.3,0,34.2,"Colfax County, Nebraska",2.87,56.8,35.5,33.2,6.4,70.3,49.9,25.7,6.487488415
128.3,56047,9125,9.1,0,43.6,"Cuming County, Nebraska",2.41,61.3,33.2,38.9,3.3,74.1,44.6,31.5,7.272727273
159.7,45644,10806,13.4,9439.200444,43.8,"Custer County, Nebraska",2.25,62.4,33.2,32.8,2.3,71.2,36.6,34.1,7.021791768
177.8,50289,20781,14.8,0,33.7,"Dakota County, Nebraska",2.81,57.1,41,34.9,7.4,65.5,47.4,27.8,9.833738848
155.4,40667,9055,18.8,220.8724462,33.7,"Dawes County, Nebraska",2.22,48.7,13.7,29.1,2.6,71.5,37.4,26.7,7.437661221
139.7,47366,23886,13.7,0,36.2,"Dawson County, Nebraska",2.71,56.6,34.6,33.4,4.8,68.3,46.4,30.4,8.05433327
104.6,44109,1921,11.8,0,47.1,"Deuel County, Nebraska",2.34,55.3,19.3,36.3,4.3,67.3,38.4,35.5,2.873563218
168.3,52601,5797,10.7,0,41.9,"Dixon County, Nebraska",2.51,58.1,36.8,38.6,4.5,72.8,46.7,30.3,7.055749129
177.9,50043,36706,12.9,27.24350242,39.4,"Dodge County, Nebraska",2.37,55.8,31.9,36.8,5.1,72.7,48.2,30.8,7.218949743
179.7,52842,550064,14,818.0866226,34,"Douglas County, Nebraska",2.52,47.6,27.5,21.9,5.7,72,52.9,26,5.925782154
151.9,45624,1799,13.8,0,46.2,"Dundy County, Nebraska",2.18,62.3,29.1,32.5,4,64.8,31.6,35.9,5.83090379
150.3,54556,5619,10.1,0,47.5,"Fillmore County, Nebraska",2.22,57.5,33.1,39.1,3.4,74.7,44.2,31.9,6.001846722
119.2,44794,2985,13.6,0,49.9,"Franklin County, Nebraska",2.15,64,35.8,37.1,3.5,70.8,30.9,39.5,8.058608059
127.2,48543,2624,13.7,0,44.4,"Frontier County, Nebraska",2.25,59.5,12.1,34.7,2.4,77,40.8,30.4,3.646833013
145.5,44461,4862,12.7,0,46.8,"Furnas County, Nebraska",2.11,60.2,21.1,33.7,3.4,70.3,40.4,36.6,5.315614618
165.2,50861,21900,11,0,44.6,"Gage County, Nebraska",2.3,57.8,37,34.6,4.3,75.9,48.7,33.2,6.416861827
128.2,38645,1918,15.6,0,52.3,"Garden County, Nebraska",2.1,62.9,37.7,32.5,3.1,68.7,31.4,38.8,4.705882353
141,40436,2028,11.8,0,51.4,"Garfield County, Nebraska",2.1,57,21.1,39.5,3.5,70.2,26.3,41.8,3.095975232
187.4,55319,1973,9.1,0,46.7,"Gosper County, Nebraska",2.46,64.9,55.5,34.8,5.1,78.6,44.6,27.9,1.38121547
149,43858,2429,12.7,0,46,"Greeley County, Nebraska",2.46,59.7,16.6,39.8,1.9,71.4,32.8,38.1,6.637168142
160.8,48499,61680,14.7,551.232166,35.8,"Hall County, Nebraska",2.67,52,43.3,32.5,6,65.7,46.8,30.2,8.958855626
155.8,62191,9190,6.9,0,42.9,"Hamilton County, Nebraska",2.45,62.7,33.2,31.8,2.5,77.3,47.5,30.9,3.387978142
223.9,46744,3452,11.4,0,49.5,"Harlan County, Nebraska",2.19,62.4,27.4,37.6,1.7,74.1,38.9,33.7,5.410122164
183.7,40496,2883,13.8,4856.052723,48.2,"Hitchcock County, Nebraska",2.12,57.3,27,37.4,3,65.2,35.1,37.5,9.807692308
155.3,46667,10313,12.5,0,45.5,"Holt County, Nebraska",2.25,63.9,27.2,34,0.9,77.3,41.1,30.4,8.200103146
155.2,51040,6409,11.5,0,43.3,"Howard County, Nebraska",2.47,58.8,28.4,41.6,4,79.2,54.4,29.8,10.27070064
201.3,44947,7263,11.5,0,45.5,"Jefferson County, Nebraska",2.18,58.4,24.6,42.6,4,73.2,40.3,37.8,5.139186296
185.6,48511,5173,13.9,0,42.3,"Johnson County, Nebraska",2.13,48.5,31.1,40.7,3.6,73.5,46.1,30.9,4.337050805
136.4,56791,6585,9.6,0,40.8,"Kearney County, Nebraska",2.34,61.2,39.8,32.5,3.8,78.9,46.3,27.8,12.76119403
161.3,45192,8063,12,0,49.1,"Keith County, Nebraska",2.06,59.5,42.2,34.5,2.8,69.6,36.4,36.4,2.702702703
203.8,45771,3689,11.7,0,45.7,"Kimball County, Nebraska",2.33,59.4,41.8,34,5.1,59.9,32.2,40,9.93485342
161.7,42745,8543,14.9,0,47.6,"Knox County, Nebraska",2.24,61.4,32.1,37.2,3.3,70.1,35.9,36.2,6.866666667
153.5,52011,306468,14,486.1845282,32.9,"Lancaster County, Nebraska",2.42,47.4,17.2,22.6,5.1,76.9,54.3,24.1,6.17570233
167,49770,35656,14.5,28.0457707,40.1,"Lincoln County, Nebraska",2.34,55.2,28.1,31.4,4.2,72,47.5,31.7,5.843469064
161.2,51836,35039,13.7,485.1736636,37.5,"Madison County, Nebraska",2.43,53.7,28.8,29.3,3.1,72.2,49.9,28.2,7.123638693
163.6,50893,7787,10.4,0,43.8,"Merrick County, Nebraska",2.28,60.9,43.5,34.5,5.2,75.6,42,33.7,4.215304799
131.6,46961,4854,14,0,41.3,"Morrill County, Nebraska",2.38,53.6,27.9,32.3,4,69.2,40.7,30.9,5.760869565
141.8,48535,3595,11.7,0,45.9,"Nance County, Nebraska",2.25,57.5,35.4,38.1,3.2,74.9,45.5,29,7.391304348
164.7,49162,7046,13.6,567.6979847,39.1,"Nemaha County, Nebraska",2.31,52.2,31.2,34.9,8,76.5,53.2,29.2,8.91959799
154.3,43249,4329,13.4,0,49.2,"Nuckolls County, Nebraska",2.08,60.7,26.6,42.1,2.9,72.3,35.7,38.5,7.142857143
149.1,51527,15984,10,0,41.8,"Otoe County, Nebraska",2.41,55.9,40.4,37.7,4.6,77.7,51.9,28.8,8.147459727
171.1,42977,2659,12.2,0,49.1,"Pawnee County, Nebraska",2.13,62.2,15.1,45.3,4.6,70.5,33.6,35.1,1.111111111
147.5,56080,2944,10.4,0,44.1,"Perkins County, Nebraska",2.32,65.5,31.4,31.1,1.7,78.8,38.9,29.3,6.593406593
173.5,54137,9296,9.5,0,42,"Phelps County, Nebraska",2.4,60.3,28.6,33,1.7,77.2,47.5,29.5,2.548476454
159.5,53489,7208,10,0,41.3,"Pierce County, Nebraska",2.4,64.3,25.6,36,4.7,80.2,48.5,26.9,9.160305344
155.1,61768,32847,8.4,0,38,"Platte County, Nebraska",2.53,57.2,24.3,31,4.5,78.2,56.2,23.5,5.33869116
187.7,58162,5202,8,0,45.4,"Polk County, Nebraska",2.37,61.8,29.8,32.5,1.9,81.9,47,26.3,7.071713147
172.7,43842,10829,11.7,0,41.8,"Red Willow County, Nebraska",2.27,59.4,40.8,36.4,4.1,74.9,43.7,31,2.843394576
192.2,44282,8094,14.4,0,47,"Richardson County, Nebraska",2.14,59.7,38.5,39.7,3.4,69.5,42.5,40.1,6.961613533
187.3,46051,1381,15,0,52,"Rock County, Nebraska",1.94,59.4,23.3,41.7,1.7,70.1,25.6,31.4,3.361344538
181.9,51805,14282,10.1,0,36.6,"Saline County, Nebraska",2.61,52,18,34.7,3.4,76.3,54,25.7,3.0621435
169.9,74008,175692,5.3,108.1437971,33.7,"Sarpy County, Nebraska",2.71,59.5,25,22.5,4.4,84.4,54.9,19.7,7.30321114
176.2,61961,21016,8.2,333.0795584,41.4,"Saunders County, Nebraska",2.56,60.4,29,33,3.5,80.2,50.7,28.5,6.021555764
160.2,47194,36261,15.6,386.0897383,38.8,"Scotts Bluff County, Nebraska",2.42,51.8,30.6,30,5.5,63.3,41.5,34.4,6.311958841
190.8,48195,678889,19.9,849.9180278,34.2,"Davidson County, Tennessee",2.41,40.5,27.5,24.1,7.2,64.3,46.5,29.1,5.788303646
212.3,37417,11660,19.9,0,45.3,"Decatur County, Tennessee",2.3,56.1,38.9,44.6,10.1,58.4,35.7,44.3,4.422498927
202.8,38595,19182,20.1,0,41,"DeKalb County, Tennessee",2.7,50.1,49.6,43.2,7.6,56.9,38.7,40.7,6.303030303
199.1,45914,51487,14.3,58.26713539,39.9,"Dickson County, Tennessee",2.69,52.5,51.3,43.7,7.5,64.4,44.5,35,4.968421053
